trials mean_price sterr_price
10 3.4950913923715583 0.4783315021269262
100 4.745488113134807 0.15483362715532373
1000 4.891154971660456 0.061616414296199726
10000 4.7852144054963786 0.01778501837899864
100000 4.774905039490846 0.004699466659291176
1000000 4.778479172000131 0.0014380016851990942
